0,21.7982
0.01,21.7757
0.02,21.7623
0.03,21.7466
0.04,21.7898
0.05,21.7728
0.06,21.7711
0.07,21.7112
0.08,21.7292
0.09,21.7282
0.1,21.7265
0.11,21.7484
0.12,21.7491
0.13,21.7424
0.14,21.7241
0.15,21.7589
0.16,21.7255
0.17,21.7438
0.18,21.7298
0.19,21.79
0.2,21.7573
0.21,21.7659
0.22,21.7547
0.23,21.7324
0.24,21.7358
0.25,21.7439
0.26,21.7614
0.27,21.727
0.28,21.7569
0.29,21.758
0.3,21.7689
0.31,21.7366
0.32,21.7613
0.33,21.7428
0.34,21.7731
0.35,21.748
0.36,21.7184
0.37,21.7854
0.38,21.7862
0.39,21.754
0.4,21.7639
0.41,21.7132
0.42,21.7334
0.43,21.7414
0.44,21.762
0.45,21.7574
0.46,21.7291
0.47,21.7443
0.48,21.7671
0.49,21.7436
0.5,21.7781
0.51,21.7578
0.52,21.7746
0.53,21.7669
0.54,21.7904
0.55,21.7513
0.56,21.7297
0.57,21.7465
0.58,21.7429
0.59,21.7445
0.6,21.7578
0.61,21.7538
0.62,21.7646
0.63,21.7389
0.64,21.744
0.65,21.723
0.66,21.7298
0.67,21.7432
0.68,21.7379
0.69,21.7203
0.7,21.7342
0.71,21.7213
0.72,21.7562
0.73,21.7699
0.74,21.7277
0.75,21.7094
0.76,21.7094
0.77,21.7472
0.78,21.743
0.79,21.7491
0.8,21.7448
0.81,21.7795
0.82,21.761
0.83,21.741
0.84,21.7656
0.85,21.731
0.86,21.7626
0.87,21.7531
0.88,21.7803
0.89,21.7455
0.9,21.7764
0.91,21.7721
0.92,21.7824
0.93,21.7406
0.94,21.7806
0.95,21.7817
0.96,21.7657
0.97,21.774
0.98,21.8013
0.99,21.7575
1,21.7802
1.01,21.8056
1.02,21.7389
1.03,21.8119
1.04,21.7811
1.05,21.7777
1.06,21.7798
1.07,21.7849
1.08,21.7641
1.09,21.767
1.1,21.7779
1.11,21.776
1.12,21.776
1.13,21.7853
1.14,21.7682
1.15,21.7945
1.16,21.7827
1.17,21.7872
1.18,21.7612
1.19,21.7938
1.2,21.75
1.21,21.7806
1.22,21.7619
1.23,21.7797
1.24,21.7584
1.25,21.761
1.26,21.7481
1.27,21.784
1.28,21.7299
1.29,21.7272
1.3,21.7636
1.31,21.7486
1.32,21.7273
1.33,21.7795
1.34,21.783
1.35,21.7537
1.36,21.7503
1.37,21.7637
1.38,21.7541
1.39,21.767
1.4,21.753
1.41,21.7689
1.42,21.7804
1.43,21.7845
1.44,21.7693
1.45,21.7904
1.46,21.7971
1.47,21.761
1.48,21.7976
1.49,21.8107
1.5,21.8262
1.51,21.8008
1.52,21.7855
1.53,21.797
1.54,21.7974
1.55,21.8225
1.56,21.8191
1.57,21.7927
1.58,21.7815
1.59,21.7899
1.6,21.795
1.61,21.8121
1.62,21.7827
1.63,21.816
1.64,21.7773
1.65,21.7682
1.66,21.799
1.67,21.7852
1.68,21.7894
1.69,21.7957
1.7,21.7836
1.71,21.7991
1.72,21.8011
1.73,21.7923
1.74,21.831
1.75,21.8095
1.76,21.7695
1.77,21.7762
1.78,21.7716
1.79,21.7783
1.8,21.7836
1.81,21.7986
1.82,21.8039
1.83,21.7647
1.84,21.7558
1.85,21.7943
1.86,21.7509
1.87,21.7745
1.88,21.8147
1.89,21.7993
1.9,21.7574
1.91,21.7629
1.92,21.7765
1.93,21.7383
1.94,21.7976
1.95,21.7775
1.96,21.7734
1.97,21.7758
1.98,21.8076
1.99,21.778
2,21.8098
2.01,21.7842
2.02,21.7618
2.03,21.7743
2.04,21.8098
2.05,21.7782
2.06,21.7785
2.07,21.7669
2.08,21.7444
2.09,21.7705
2.1,21.7631
2.11,21.7298
2.12,21.7925
2.13,21.7945
2.14,21.7602
2.15,21.7868
2.16,21.7565
2.17,21.7261
2.18,21.7476
2.19,21.7747
2.2,21.7628
2.21,21.7539
2.22,21.7421
2.23,21.7357
2.24,21.7355
2.25,21.7238
2.26,21.7554
2.27,21.7384
2.28,21.7798
2.29,21.7389
2.3,21.7757
2.31,21.7517
2.32,21.7584
2.33,21.7846
2.34,21.7484
2.35,21.7787
2.36,21.7428
2.37,21.7647
2.38,21.782
2.39,21.7914
2.4,21.7605
2.41,21.7823
2.42,21.742
2.43,21.8138
2.44,21.7981
2.45,21.7821
2.46,21.7693
2.47,21.771
2.48,21.7734
2.49,21.7291
2.5,21.7663
2.51,21.7241
2.52,21.762
2.53,21.7109
2.54,21.7397
2.55,21.7379
2.56,21.7394
2.57,21.7026
2.58,21.7001
2.59,21.7001
2.6,21.7032
2.61,21.6741
2.62,21.6554
2.63,21.5997
2.64,21.6117
2.65,21.6089
2.66,21.6951
2.67,21.751
2.68,21.7436
2.69,21.5519
2.7,21.5321
2.71,21.5786
2.72,21.6663
2.73,21.872
2.74,21.9791
2.75,21.9442
2.76,21.698
2.77,21.7681
2.78,22.0138
2.79,22.5258
2.8,23.0286
2.81,23.526
2.82,24.0811
2.83,24.6881
2.84,25.2267
2.85,25.6837
2.86,26.2182
2.87,26.7277
2.88,27.2053
2.89,27.7089
2.9,28.1679
2.91,28.6453
2.92,29.3813
2.93,30.0197
2.94,30.9284
2.95,31.8315
2.96,32.9059
2.97,34.2158
2.98,35.2745
2.99,36.6904
3,37.7714
3.01,39.28
3.02,40.286
3.03,41.8581
3.04,42.9581
3.05,44.373
3.06,45.8477
3.07,47.2773
3.08,49.216
3.09,51.0082
3.1,52.916
3.11,54.6895
3.12,56.4991
3.13,58.561
3.14,60.3377
3.15,62.1086
3.16,63.6499
3.17,65.4097
3.18,66.9688
3.19,68.3233
3.2,69.7277
3.21,71.2177
3.22,72.3028
3.23,73.4409
3.24,74.7768
3.25,76.0313
3.26,77.1557
3.27,78.3485
3.28,79.5981
3.29,80.8684
3.3,82.1046
3.31,83.3233
3.32,84.4315
3.33,85.8786
3.34,87.2149
3.35,88.8485
3.36,90.5076
3.37,92.2643
3.38,93.9255
3.39,95.787
3.4,97.335
3.41,98.7186
3.42,100.243
3.43,101.526
3.44,102.98
3.45,104.391
3.46,106.066
3.47,107.579
3.48,109.267
